10|9|Br|H|C|N|C|H|H|Br|H|H|7|2|4|8|3|6|4|9|3|4|0|2|2|1|4|2|3|5
10|9|Br|N|H|H|C|H|H|C|H|Br|9|7|7|3|7|2|1|7|1|6|4|8|4|5|0|4|1|4
10|9|Cl|Cl|Cl|Cl|H|C|H|C|H|C|5|7|5|9|3|5|1|7|9|4|9|8|2|7|9|6|0|5
10|9|Cl|Cl|Cl|C|H|H|H|H|C|C|0|3|1|3|3|7|8|5|8|9|8|4|2|9|9|6|8|3
10|9|Cl|Cl|C|Cl|Cl|C|H|F|C|H|0|2|7|5|5|8|3|2|4|8|1|8|2|6|5|2|8|9
10|9|Cl|Cl|C|C|Cl|Cl|C|C|F|F|4|2|8|6|3|2|3|7|9|7|1|2|3|6|0|7|5|6
10|9|Cl|Cl|C|C|F|Cl|Cl|C|C|F|5|2|3|2|3|8|9|8|1|2|3|7|4|8|0|8|6|7
10|9|Cl|Cl|C|F|C|C|Cl|F|H|Cl|6|4|0|2|1|2|5|8|3|5|4|2|9|2|7|5|4|5
10|9|Cl|Cl|C|F|C|C|Cl|F|H|Cl|6|4|0|2|1|2|5|8|4|2|3|4|9|2|7|5|4|5
10|9|Cl|Cl|C|F|F|C|C|F|H|Cl|0|2|1|2|6|8|3|6|5|2|4|5|9|2|7|6|5|6
10|9|Cl|Cl|C|H|C|H|H|H|H|C|2|6|1|9|4|7|2|3|2|5|4|8|9|2|0|9|4|9
10|9|Cl|Cl|F|C|Cl|Cl|F|F|C|C|5|8|4|9|3|9|7|8|1|9|6|3|2|3|0|8|3|8
10|9|Cl|Cl|F|C|Cl|C|Cl|F|F|C|7|9|3|5|4|5|8|3|6|5|3|9|1|3|2|9|0|5
10|9|Cl|Cl|F|C|Cl|C|H|F|C|H|7|3|3|8|2|5|1|5|3|5|8|9|0|8|8|6|4|5
10|9|Cl|Cl|F|C|H|Cl|F|H|C|C|2|8|6|9|1|8|3|7|8|9|8|3|5|9|3|4|0|3
10|9|Cl|Cl|F|C|H|Cl|F|H|C|C|6|9|1|8|3|7|2|9|8|9|8|3|5|9|3|4|0|3
10|9|Cl|Cl|F|F|C|H|F|H|C|C|3|8|6|9|1|8|4|7|2|9|8|9|8|4|4|5|0|4
10|9|Cl|Cl|H|Cl|C|Cl|C|H|F|C|9|6|9|2|0|4|8|6|3|4|5|4|9|7|1|6|9|4
10|9|Cl|Cl|H|H|C|C|C|Cl|C|Cl|9|5|4|5|0|5|1|4|8|6|8|2|8|4|7|6|8|3
10|9|Cl|Cl|H|N|C|H|O|C|O|H|7|2|0|4|8|7|7|9|1|4|8|5|4|7|3|4|6|3
10|9|Cl|Cl|N|C|H|C|O|H|H|C|0|3|3|5|6|7|1|9|6|2|3|8|5|9|2|9|3|4
10|9|Cl|C|Cl|Cl|H|H|C|C|F|C|1|6|8|7|0|1|2|9|6|4|6|5|7|1|7|9|3|7
10|9|Cl|C|Cl|Cl|H|H|F|C|C|C|1|7|6|9|0|1|2|9|7|4|7|5|8|1|8|9|3|8
10|9|Cl|C|Cl|F|H|F|C|C|Cl|H|5|6|1|7|2|6|1|4|3|6|8|7|7|9|0|1|1|6
10|9|Cl|C|Cl|H|H|F|C|C|F|C|1|6|8|7|5|9|0|1|6|3|6|4|7|1|7|9|2|7
10|9|Cl|C|Cl|H|H|H|C|C|C|Cl|7|6|8|3|9|6|0|1|2|7|8|4|6|5|7|1|1|8
10|9|Cl|C|Cl|O|H|O|H|H|N|C|5|4|2|9|8|9|3|1|8|7|0|9|9|1|5|8|3|6
10|9|Cl|C|C|C|Cl|Cl|Cl|F|F|F|7|1|6|2|9|3|0|3|2|3|8|1|4|2|5|3|2|1
10|9|Cl|C|C|C|F|F|H|H|Cl|F|3|7|8|1|4|1|1|3|9|3|2|6|0|2|5|3|1|2
10|9|Cl|C|C|F|Cl|Cl|C|C|F|F|4|1|8|6|2|1|2|7|9|7|0|1|2|6|3|6|5|6
10|9|Cl|C|C|F|Cl|Cl|C|C|F|F|4|1|8|6|2|1|2|7|9|7|0|1|2|6|3|7|5|6
10|9|Cl|C|C|F|Cl|Cl|C|C|F|F|4|1|8|6|2|1|2|7|9|7|2|6|3|7|0|7|5|6
10|9|Cl|C|C|F|Cl|C|H|F|F|H|3|1|5|2|0|5|8|1|2|6|7|2|5|1|2|9|4|1
10|9|Cl|C|C|F|Cl|C|H|F|F|H|3|5|5|2|0|5|8|1|2|6|7|2|5|1|2|9|4|1
10|9|Cl|C|C|F|C|F|Cl|F|Cl|Cl|1|4|0|4|9|2|1|2|8|2|5|4|7|2|6|1|3|1
10|9|Cl|C|C|F|C|F|Cl|F|Cl|Cl|1|4|0|4|9|2|3|4|1|2|8|2|5|4|7|2|6|1
10|9|Cl|C|C|F|F|Cl|C|C|F|F|5|1|8|6|2|1|2|7|9|7|0|1|2|6|4|7|3|6
10|9|Cl|C|C|F|F|Cl|C|C|F|F|8|6|2|1|2|7|9|7|2|6|4|7|3|6|0|7|5|6
10|9|Cl|C|C|F|F|C|F|Cl|Cl|Cl|1|5|0|5|9|2|3|5|1|2|8|2|6|5|7|1|4|1
10|9|Cl|C|C|F|F|C|F|Cl|F|Cl|1|5|0|5|9|2|3|5|1|2|6|5|8|2|7|1|4|1
10|9|Cl|C|C|F|F|C|F|F|Cl|Cl|1|5|0|5|9|2|3|5|1|2|8|2|6|5|7|2|4|1
10|9|Cl|C|C|F|F|C|H|F|F|H|3|1|4|5|5|2|0|5|8|1|2|6|7|2|5|1|2|9
10|9|Cl|C|C|H|F|Cl|C|H|H|H|2|9|2|8|4|1|2|6|6|3|5|1|0|6|6|7|2|1
10|9|Cl|C|C|H|H|Cl|C|H|Cl|H|2|9|1|2|1|3|2|4|2|7|1|6|0|6|8|6|5|6
10|9|Cl|C|C|O|H|H|C|Cl|H|H|3|4|0|2|1|9|1|5|2|8|6|1|7|2|3|1|6|2
10|9|Cl|C|F|Cl|H|F|C|C|Cl|H|5|6|3|7|1|7|1|4|2|6|8|7|7|9|0|1|1|6
10|9|Cl|C|F|C|C|F|F|H|H|F|4|8|5|1|1|4|9|4|3|7|2|3|0|3|6|4|1|3
10|9|Cl|C|F|C|C|F|H|Cl|Cl|H|5|1|8|3|3|1|4|9|7|3|3|4|0|1|2|1|4|6
10|9|Cl|C|F|C|C|F|H|H|Cl|F|4|7|8|1|1|4|9|4|3|6|2|3|0|3|5|4|1|3
10|9|Cl|C|F|C|C|F|H|H|Cl|F|4|7|8|1|5|1|1|4|9|4|3|6|2|3|0|3|1|3
10|9|Cl|C|F|F|Cl|Cl|C|C|H|Cl|3|6|0|7|1|6|1|7|5|1|4|7|2|6|9|1|7|8
10|9|Cl|C|F|F|C|C|Cl|F|H|Cl|6|4|0|1|5|8|2|5|4|1|3|4|9|1|7|5|4|5
10|9|Cl|C|F|F|C|F|C|Cl|F|H|4|6|7|4|8|1|6|9|0|4|5|1|3|6|2|1|4|1
10|9|Cl|C|F|H|F|H|Cl|C|F|C|8|9|0|1|9|1|9|7|2|7|4|7|1|3|6|7|9|5
10|9|Cl|C|F|H|F|H|F|C|F|C|8|9|0|1|9|1|9|7|6|1|2|7|4|7|1|3|9|5
10|9|Cl|C|H|Cl|F|C|F|C|H|F|4|1|9|5|7|1|7|2|0|5|7|5|3|5|6|1|1|8
10|9|Cl|C|H|C|C|F|F|H|Cl|Cl|3|7|8|3|1|2|5|1|3|1|9|4|6|4|0|1|3|4
10|9|Cl|C|H|C|C|N|O|H|H|H|6|5|4|8|5|4|3|1|3|9|1|4|3|7|0|3|6|2
10|9|Cl|C|H|C|F|Cl|Cl|H|C|C|6|1|8|3|5|1|4|3|9|7|0|1|8|2|9|1|9|8
10|9|Cl|C|H|C|H|F|Cl|C|F|Cl|3|7|8|1|3|1|9|7|0|3|7|4|5|1|6|3|7|2
10|9|Cl|C|H|F|H|Cl|F|C|F|C|8|9|0|1|9|1|9|7|6|1|3|7|1|2|5|7|9|4
10|9|Cl|C|H|H|Cl|C|F|H|C|Cl|5|7|6|1|1|8|4|8|9|8|0|8|1|5|5|3|5|2
10|9|Cl|C|H|H|Cl|C|H|C|Cl|Cl|5|6|1|7|4|7|9|7|8|1|0|7|1|5|5|3|5|2
10|9|Cl|C|H|H|Cl|C|H|C|H|Cl|0|7|4|7|5|1|1|8|9|7|5|7|5|3|5|2|1|6
10|9|Cl|C|H|H|F|Cl|C|H|C|H|4|6|8|9|5|1|6|7|1|8|6|2|0|1|1|6|8|3
10|9|Cl|C|H|H|H|C|H|O|H|C|7|5|5|2|5|1|9|8|9|6|7|4|1|9|0|9|5|3
10|9|Cl|C|O|Cl|H|H|C|N|O|H|2|1|6|4|3|6|0|6|7|9|8|1|6|1|8|7|7|5
10|9|Cl|C|O|O|H|C|O|C|H|H|6|1|5|1|3|9|1|4|3|7|5|7|0|5|6|8|2|7
10|9|Cl|F|Cl|Cl|H|C|H|C|H|C|5|7|5|9|1|7|3|5|0|7|9|4|9|8|2|7|9|6
10|9|Cl|F|Cl|Cl|H|C|H|C|H|C|5|7|5|9|1|7|3|5|9|4|9|8|2|7|9|6|0|5
10|9|Cl|F|Cl|C|Cl|Cl|F|F|C|C|5|8|4|9|3|9|1|9|7|8|2|9|6|3|0|8|3|8
10|9|Cl|F|Cl|F|C|Cl|C|Cl|F|C|8|9|4|6|1|9|5|6|7|6|4|9|2|4|3|9|0|6
10|9|Cl|F|C|Cl|Cl|C|H|F|C|H|7|5|5|8|3|2|4|8|0|8|2|6|1|5|5|2|8|9
10|9|Cl|F|C|C|C|H|H|F|H|H|1|2|3|6|0|2|4|5|3|4|3|2|4|9|4|8|7|2
10|9|Cl|F|C|C|C|H|H|F|H|H|1|2|3|6|0|3|4|5|3|4|3|2|4|9|4|8|7|2
10|9|Cl|F|C|F|F|Cl|C|C|H|Cl|4|6|0|7|2|6|2|7|5|7|3|6|9|2|1|6|7|8
10|9|Cl|F|C|F|H|C|H|Cl|F|C|2|4|7|9|3|9|5|9|8|5|5|2|0|9|2|6|1|2
10|9|Cl|F|C|H|C|C|F|F|H|Cl|4|8|2|3|6|2|4|2|9|5|7|5|0|2|1|5|4|5
10|9|Cl|F|C|H|C|C|F|F|H|Cl|4|8|9|4|2|3|6|2|4|2|7|5|0|2|1|5|4|5
10|9|Cl|F|C|H|F|H|C|C|H|H|0|6|7|5|2|8|1|2|7|6|6|9|7|2|4|2|6|3
10|9|Cl|F|C|H|F|H|C|H|C|F|9|8|2|5|1|8|6|2|6|8|6|3|6|7|4|2|0|2
10|9|Cl|F|F|C|Cl|C|Cl|F|F|C|7|9|3|5|1|9|4|5|8|3|6|5|3|9|2|9|0|5
10|9|Cl|F|F|C|Cl|C|H|F|C|H|7|3|3|8|2|5|3|5|8|9|0|8|8|6|4|5|1|3
10|9|Cl|F|F|C|H|Cl|F|H|C|C|2|8|6|9|0|8|3|7|1|9|8|9|8|3|5|9|3|4
10|9|Cl|F|F|C|H|Cl|F|H|C|C|2|8|6|9|3|7|1|9|8|9|8|3|5|9|3|4|0|3
10|9|Cl|F|H|H|C|H|H|C|C|Cl|8|5|0|7|9|7|4|3|7|6|8|2|8|7|1|4|8|4
10|9|Cl|H|Cl|C|C|Cl|Cl|F|C|F|6|3|8|3|8|4|0|4|7|3|5|8|9|4|2|4|8|1
10|9|Cl|H|Cl|C|C|F|Cl|Cl|F|C|7|3|5|3|9|3|9|4|0|4|8|3|6|9|2|4|9|1
10|9|Cl|H|Cl|C|C|F|Cl|F|C|F|5|3|8|3|8|4|0|4|7|3|6|8|9|4|2|4|8|1
10|9|Cl|H|Cl|C|C|F|Cl|F|C|F|6|3|5|3|8|3|8|4|0|4|7|3|9|4|2|4|8|1
